,type
11368,benign
64,adware
13693,trojan
13168,trojan
512,adware
15138,trojan
3549,adware
10251,benign
2467,adware
3337,adware
2310,adware
15434,trojan
4127,adware
7503,worm
14127,trojan
14239,trojan
6413,worm
10738,benign
5534,worm
8595,benign
14831,trojan
7224,worm
14883,trojan
10851,benign
2265,adware
6996,worm
785,adware
2785,adware
14555,trojan
443,adware
13098,trojan
10429,benign
3368,adware
9910,benign
6360,worm
15581,trojan
4184,worm
15812,trojan
16024,trojan
4339,worm
14143,trojan
6202,worm
15333,trojan
7214,worm
13840,trojan
11722,benign
8400,benign
16542,trojan
6733,worm
738,adware
12175,benign
4224,worm
13606,trojan
1214,adware
13622,trojan
8220,benign
8422,benign
7007,worm
6490,worm
790,adware
4853,worm
10824,benign
6760,worm
11071,benign
11259,benign
16670,trojan
4125,adware
8468,benign
14121,trojan
3583,adware
5764,worm
1761,adware
15146,trojan
4487,worm
10170,benign
11606,benign
13709,trojan
3644,adware
14207,trojan
4134,worm
3450,adware
8916,benign
8054,worm
16565,trojan
15878,trojan
6966,worm
14391,trojan
13558,trojan
6583,worm
685,adware
4877,worm
14737,trojan
16050,trojan
7609,worm
9391,benign
12810,trojan
3618,adware
4960,worm
10817,benign
9660,benign
14872,trojan
12571,trojan
15855,trojan
3787,adware
16398,trojan
11062,benign
13717,trojan
6744,worm
15906,trojan
4271,worm
11020,benign
12803,trojan
12961,trojan
687,adware
15482,trojan
2962,adware
7151,worm
1003,adware
344,adware
7483,worm
15504,trojan
5611,worm
759,adware
4846,worm
405,adware
9483,benign
3712,adware
2601,adware
15072,trojan
1321,adware
934,adware
7861,worm
11615,benign
13775,trojan
5521,worm
2801,adware
2656,adware
3837,adware
12972,trojan
5677,worm
12314,benign
3528,adware
9586,benign
7383,worm
10346,benign
9092,benign
1423,adware
6962,worm
16357,trojan
4817,worm
3607,adware
12109,benign
1645,adware
3580,adware
5664,worm
1656,adware
16344,trojan
4391,worm
2722,adware
4994,worm
5050,worm
4825,worm
9729,benign
10205,benign
9757,benign
8575,benign
842,adware
8796,benign
16805,trojan
14436,trojan
7083,worm
2802,adware
1785,adware
5459,worm
12535,trojan
9348,benign
14684,trojan
8774,benign
2280,adware
7675,worm
7874,worm
8040,worm
16750,trojan
10529,benign
14897,trojan
6375,worm
1048,adware
13214,trojan
4280,worm
5186,worm
17029,trojan
2880,adware
13795,trojan
8320,benign
2031,adware
1770,adware
7313,worm
16356,trojan
13480,trojan
12218,benign
15331,trojan
10041,benign
2739,adware
12501,benign
13532,trojan
11043,benign
8779,benign
14601,trojan
7490,worm
2546,adware
15124,trojan
4726,worm
16574,trojan
14658,trojan
11451,benign
11723,benign
14172,trojan
2025,adware
813,adware
9990,benign
7889,worm
14623,trojan
12715,trojan
3925,adware
7272,worm
14775,trojan
12627,trojan
8654,benign
13647,trojan
11148,benign
8814,benign
11793,benign
11193,benign
2557,adware
4573,worm
2663,adware
4009,adware
4435,worm
15734,trojan
3916,adware
16736,trojan
13329,trojan
7700,worm
9850,benign
6545,worm
12802,trojan
12402,benign
9003,benign
4308,worm
3228,adware
14406,trojan
7671,worm
9434,benign
4937,worm
1906,adware
2859,adware
1361,adware
16393,trojan
12280,benign
1245,adware
11496,benign
1482,adware
14106,trojan
11488,benign
4939,worm
16820,trojan
10982,benign
16835,trojan
10194,benign
16569,trojan
4278,worm
16276,trojan
4099,adware
15292,trojan
3681,adware
4494,worm
9381,benign
15149,trojan
14029,trojan
11919,benign
1105,adware
5248,worm
3416,adware
15499,trojan
815,adware
7862,worm
6919,worm
16995,trojan
12251,benign
4472,worm
13718,trojan
13192,trojan
12518,benign
6527,worm
894,adware
13632,trojan
7246,worm
3423,adware
3470,adware
9845,benign
17001,trojan
6586,worm
8707,benign
2884,adware
16683,trojan
12415,benign
7612,worm
4625,worm
4655,worm
14822,trojan
3320,adware
16822,trojan
7424,worm
248,adware
10148,benign
2613,adware
15872,trojan
13918,trojan
12956,trojan
12388,benign
16197,trojan
9360,benign
14319,trojan
10980,benign
13499,trojan
17028,trojan
15242,trojan
14769,trojan
9953,benign
16483,trojan
8254,benign
17006,trojan
15259,trojan
13711,trojan
1371,adware
4952,worm
8243,benign
242,adware
14640,trojan
2855,adware
7707,worm
7642,worm
6006,worm
4000,adware
1206,adware
16662,trojan
3503,adware
8982,benign
15950,trojan
13488,trojan
9473,benign
3647,adware
6071,worm
6223,worm
16063,trojan
9937,benign
4668,worm
6483,worm
7835,worm
3509,adware
210,adware
5271,worm
14354,trojan
12980,trojan
16827,trojan
716,adware
11170,benign
2698,adware
11344,benign
10077,benign
6214,worm
9427,benign
15233,trojan
4894,worm
11842,benign
14813,trojan
7244,worm
11179,benign
5976,worm
3405,adware
12493,benign
2491,adware
16002,trojan
14786,trojan
3123,adware
13724,trojan
15641,trojan
14889,trojan
889,adware
14390,trojan
7605,worm
9316,benign
8363,benign
4048,adware
10073,benign
8584,benign
16570,trojan
6161,worm
16475,trojan
16729,trojan
1562,adware
7712,worm
7498,worm
12875,trojan
7921,worm
14685,trojan
16147,trojan
4335,worm
10013,benign
13897,trojan
5650,worm
8395,benign
12319,benign
5746,worm
10728,benign
3592,adware
13548,trojan
2985,adware
14903,trojan
2042,adware
5475,worm
12121,benign
15838,trojan
13680,trojan
8325,benign
16568,trojan
431,adware
14654,trojan
9018,benign
13748,trojan
9642,benign
649,adware
1875,adware
14392,trojan
8,adware
10386,benign
11825,benign
10640,benign
4975,worm
8767,benign
6711,worm
2091,adware
9387,benign
2651,adware
9339,benign
10143,benign
967,adware
8278,benign
15658,trojan
10745,benign
1676,adware
15924,trojan
15488,trojan
13524,trojan
14749,trojan
14089,trojan
14949,trojan
10397,benign
4014,adware
509,adware
2062,adware
9539,benign
13949,trojan
10871,benign
1177,adware
3236,adware
15850,trojan
13687,trojan
859,adware
4565,worm
3317,adware
5883,worm
2218,adware
975,adware
4755,worm
14928,trojan
9334,benign
6705,worm
11777,benign
963,adware
14003,trojan
12047,benign
3664,adware
15175,trojan
12996,trojan
16837,trojan
15753,trojan
12842,trojan
6896,worm
14619,trojan
1659,adware
5131,worm
5345,worm
2918,adware
10442,benign
7778,worm
6913,worm
4822,worm
15810,trojan
8613,benign
12382,benign
13614,trojan
2897,adware
15712,trojan
5309,worm
122,adware
17102,trojan
13417,trojan
11649,benign
9302,benign
10788,benign
14157,trojan
11908,benign
4482,worm
10971,benign
817,adware
16289,trojan
8550,benign
5644,worm
3622,adware
7133,worm
14471,trojan
12236,benign
10523,benign
7065,worm
16185,trojan
7453,worm
5135,worm
10069,benign
2451,adware
144,adware
620,adware
1596,adware
2039,adware
16915,trojan
2040,adware
4806,worm
11540,benign
12623,trojan
1499,adware
15261,trojan
4635,worm
16121,trojan
3998,adware
2406,adware
12082,benign
5702,worm
10344,benign
11192,benign
13177,trojan
6507,worm
14375,trojan
9506,benign
372,adware
4162,worm
16926,trojan
7755,worm
11354,benign
13333,trojan
10133,benign
17057,trojan
7090,worm
7900,worm
4895,worm
10412,benign
5266,worm
9397,benign
4640,worm
11075,benign
2812,adware
13475,trojan
7223,worm
2330,adware
13681,trojan
1169,adware
15636,trojan
15558,trojan
9970,benign
16800,trojan
11308,benign
16949,trojan
8060,worm
12813,trojan
5974,worm
10162,benign
15126,trojan
5829,worm
14616,trojan
8170,worm
9420,benign
11219,benign
10475,benign
4887,worm
3940,adware
3744,adware
8181,worm
4606,worm
10058,benign
14840,trojan
3784,adware
7376,worm
8816,benign
14828,trojan
7435,worm
4779,worm
16836,trojan
6538,worm
10611,benign
2523,adware
16383,trojan
13266,trojan
8298,benign
13476,trojan
11298,benign
8308,benign
11273,benign
16224,trojan
1355,adware
194,adware
6615,worm
14264,trojan
5234,worm
9287,benign
9983,benign
5232,worm
12768,trojan
15667,trojan
3747,adware
15512,trojan
8064,worm
4871,worm
12404,benign
14303,trojan
13872,trojan
3598,adware
923,adware
10598,benign
6093,worm
12596,trojan
10265,benign
16279,trojan
1931,adware
2208,adware
11025,benign
6058,worm
9833,benign
6346,worm
2050,adware
3972,adware
13077,trojan
3071,adware
16166,trojan
11670,benign
9641,benign
5651,worm
3290,adware
15699,trojan
8661,benign
12379,benign
1675,adware
9928,benign
14069,trojan
14079,trojan
2888,adware
6220,worm
13004,trojan
15857,trojan
9557,benign
4848,worm
1367,adware
8128,worm
14672,trojan
13151,trojan
13676,trojan
14031,trojan
7559,worm
15286,trojan
534,adware
16816,trojan
2164,adware
16157,trojan
8334,benign
3748,adware
331,adware
4676,worm
11214,benign
6549,worm
2217,adware
4672,worm
2815,adware
6569,worm
15396,trojan
16625,trojan
16587,trojan
12591,trojan
4197,worm
13856,trojan
14335,trojan
14767,trojan
2422,adware
10127,benign
12579,trojan
4082,adware
3850,adware
15463,trojan
1144,adware
12977,trojan
10462,benign
10338,benign
7291,worm
14179,trojan
1739,adware
3939,adware
7054,worm
14864,trojan
6908,worm
2979,adware
3270,adware
793,adware
6955,worm
10020,benign
9002,benign
6458,worm
1388,adware
3053,adware
1445,adware
11387,benign
15574,trojan
11809,benign
9975,benign
16182,trojan
11715,benign
5015,worm
12906,trojan
1211,adware
4617,worm
7866,worm
12933,trojan
14609,trojan
7032,worm
7116,worm
3356,adware
5859,worm
3011,adware
10724,benign
5921,worm
11413,benign
6445,worm
10488,benign
8899,benign
4330,worm
6304,worm
11911,benign
15458,trojan
15604,trojan
14689,trojan
7775,worm
1476,adware
3530,adware
7621,worm
9337,benign
15447,trojan
7135,worm
12730,trojan
9470,benign
10512,benign
6113,worm
8948,benign
5117,worm
4121,adware
11365,benign
1721,adware
17065,trojan
7410,worm
16467,trojan
16254,trojan
1270,adware
15118,trojan
8734,benign
4526,worm
394,adware
13348,trojan
11717,benign
7330,worm
8419,benign
7306,worm
7315,worm
13818,trojan
9240,benign
2377,adware
9237,benign
4935,worm
14715,trojan
2492,adware
14753,trojan
14922,trojan
9581,benign
8548,benign
14429,trojan
15664,trojan
9052,benign
12,adware
12695,trojan
2870,adware
6791,worm
3117,adware
6015,worm
6789,worm
9786,benign
2374,adware
7429,worm
93,adware
6947,worm
15159,trojan
5319,worm
12897,trojan
3172,adware
13068,trojan
4933,worm
14367,trojan
1807,adware
6102,worm
8357,benign
12673,trojan
16332,trojan
4049,adware
748,adware
10274,benign
15360,trojan
5348,worm
13975,trojan
6719,worm
12952,trojan
2932,adware
7770,worm
14836,trojan
13980,trojan
6950,worm
8008,worm
14896,trojan
5847,worm
1387,adware
16051,trojan
3427,adware
3377,adware
10187,benign
2086,adware
12581,trojan
4358,worm
16015,trojan
3506,adware
7085,worm
7136,worm
16560,trojan
14699,trojan
6799,worm
1842,adware
9110,benign
3978,adware
15783,trojan
8421,benign
12508,benign
15155,trojan
16440,trojan
12234,benign
17044,trojan
15744,trojan
8238,benign
4626,worm
5013,worm
15849,trojan
3769,adware
8932,benign
11057,benign
765,adware
10921,benign
12183,benign
2635,adware
12220,benign
12520,benign
13047,trojan
8999,benign
391,adware
14591,trojan
11066,benign
7217,worm
13735,trojan
16305,trojan
13759,trojan
6301,worm
10513,benign
7717,worm
8083,worm
2393,adware
8836,benign
647,adware
1330,adware
515,adware
689,adware
11901,benign
10309,benign
8889,benign
12352,benign
13530,trojan
10160,benign
9495,benign
15661,trojan
7399,worm
4039,adware
1146,adware
7732,worm
8182,worm
13232,trojan
15165,trojan
5710,worm
6041,worm
1725,adware
3890,adware
1621,adware
8260,benign
16463,trojan
5298,worm
15422,trojan
9633,benign
12090,benign
4175,worm
8630,benign
11801,benign
1594,adware
6532,worm
5322,worm
12575,trojan
12064,benign
2658,adware
11045,benign
5802,worm
6732,worm
6342,worm
12112,benign
13167,trojan
8740,benign
12302,benign
76,adware
10382,benign
1036,adware
6934,worm
5635,worm
14546,trojan
15409,trojan
12389,benign
10017,benign
1051,adware
4030,adware
12296,benign
11294,benign
5281,worm
16452,trojan
11034,benign
8530,benign
8465,benign
8440,benign
7884,worm
5455,worm
15896,trojan
4485,worm
2841,adware
1940,adware
16593,trojan
999,adware
7970,worm
3188,adware
1319,adware
8525,benign
1180,adware
7928,worm
7036,worm
2849,adware
1607,adware
8125,worm
1128,adware
10317,benign
2296,adware
8331,benign
5715,worm
13127,trojan
12273,benign
3214,adware
16892,trojan
15383,trojan
13309,trojan
16869,trojan
13607,trojan
1613,adware
8990,benign
8885,benign
13925,trojan
8720,benign
11719,benign
10375,benign
1040,adware
13142,trojan
8259,benign
4979,worm
1463,adware
7034,worm
10092,benign
16737,trojan
16631,trojan
8488,benign
13245,trojan
11697,benign
14393,trojan
2505,adware
12751,trojan
12663,trojan
6357,worm
16141,trojan
13655,trojan
2984,adware
6204,worm
10644,benign
14192,trojan
5678,worm
4747,worm
11158,benign
16304,trojan
14074,trojan
7152,worm
14906,trojan
14118,trojan
7540,worm
258,adware
5587,worm
10564,benign
15505,trojan
13910,trojan
12888,trojan
2297,adware
10042,benign
10431,benign
462,adware
16768,trojan
11547,benign
9578,benign
6893,worm
4117,adware
13230,trojan
2848,adware
16553,trojan
12744,trojan
1918,adware
12276,benign
5618,worm
4493,worm
13909,trojan
9755,benign
6422,worm
15808,trojan
3504,adware
15759,trojan
3232,adware
15290,trojan
16462,trojan
9000,benign
16792,trojan
15441,trojan
6500,worm
14159,trojan
555,adware
9526,benign
16725,trojan
1727,adware
7588,worm
2509,adware
13190,trojan
13554,trojan
7431,worm
8818,benign
2753,adware
11860,benign
6321,worm
11205,benign
11868,benign
4269,worm
11594,benign
10493,benign
12531,benign
162,adware
5330,worm
286,adware
9569,benign
2313,adware
6434,worm
5484,worm
6280,worm
15235,trojan
2433,adware
7692,worm
17015,trojan
7250,worm
3170,adware
5064,worm
5762,worm
9054,benign
15224,trojan
1100,adware
5004,worm
12331,benign
14582,trojan
9112,benign
3893,adware
11533,benign
5942,worm
12509,benign
11446,benign
6286,worm
11011,benign
8487,benign
1527,adware
11844,benign
6679,worm
10531,benign
3839,adware
9454,benign
14312,trojan
10650,benign
14697,trojan
6084,worm
16932,trojan
16677,trojan
8106,worm
5671,worm
13777,trojan
4228,worm
4506,worm
16642,trojan
7153,worm
11832,benign
8620,benign
14399,trojan
7037,worm
7704,worm
12488,benign
3448,adware
12154,benign
8021,worm
11385,benign
2233,adware
10159,benign
13181,trojan
311,adware
4026,adware
9088,benign
7174,worm
8435,benign
164,adware
13723,trojan
12423,benign
8402,benign
12060,benign
12749,trojan
16964,trojan
1284,adware
1396,adware
15672,trojan
13900,trojan
5414,worm
10153,benign
16738,trojan
2269,adware
7796,worm
7183,worm
4860,worm
8787,benign
565,adware
2525,adware
11206,benign
2754,adware
303,adware
13769,trojan
7817,worm
10987,benign
42,adware
545,adware
14562,trojan
9498,benign
5098,worm
15332,trojan
15569,trojan
12317,benign
9244,benign
3942,adware
9207,benign
13502,trojan
6986,worm
12948,trojan
8930,benign
13403,trojan
7626,worm
351,adware
12031,benign
13985,trojan
3550,adware
4426,worm
3810,adware
14152,trojan
15265,trojan
14995,trojan
15379,trojan
7762,worm
9513,benign
2710,adware
1668,adware
3749,adware
4170,worm
3599,adware
16160,trojan
8244,benign
6060,worm
4066,adware
9425,benign
4958,worm
9082,benign
13315,trojan
6781,worm
11012,benign
12063,benign
1009,adware
1228,adware
11518,benign
4470,worm
1927,adware
11389,benign
13961,trojan
10490,benign
954,adware
4215,worm
9279,benign
1586,adware
9831,benign
541,adware
13029,trojan
7875,worm
14927,trojan
12049,benign
10448,benign
14652,trojan
2337,adware
2407,adware
5864,worm
5927,worm
10343,benign
8591,benign
14847,trojan
8621,benign
2810,adware
413,adware
11476,benign
7975,worm
2524,adware
12568,trojan
5228,worm
7259,worm
9838,benign
5302,worm
16508,trojan
12186,benign
1852,adware
2220,adware
4372,worm
9956,benign
6062,worm
5202,worm
8628,benign
10795,benign
14863,trojan
6614,worm
10776,benign
8725,benign
1876,adware
9203,benign
15443,trojan
4854,worm
1782,adware
3136,adware
15204,trojan
6045,worm
1208,adware
6481,worm
4977,worm
11859,benign
12163,benign
10236,benign
1348,adware
1548,adware
15307,trojan
13292,trojan
9412,benign
4810,worm
9068,benign
12964,trojan
12631,trojan
11997,benign
14701,trojan
12990,trojan
12526,benign
5562,worm
3811,adware
9494,benign
15544,trojan
3122,adware
15188,trojan
16876,trojan
15716,trojan
2146,adware
3237,adware
2742,adware
9567,benign
2193,adware
13885,trojan
4628,worm
16233,trojan
11671,benign
7015,worm
983,adware
7370,worm
10900,benign
8976,benign
3361,adware
8371,benign
1479,adware
16416,trojan
16637,trojan
8459,benign
13799,trojan
4782,worm
17026,trojan
4288,worm
13469,trojan
5639,worm
14227,trojan
12054,benign
14750,trojan
5833,worm
3323,adware
1495,adware
9819,benign
16222,trojan
14140,trojan
10306,benign
1779,adware
17036,trojan
2184,adware
3696,adware
3051,adware
6383,worm
12039,benign
9789,benign
17034,trojan
9236,benign
469,adware
13129,trojan
5691,worm
1627,adware
13263,trojan
10401,benign
1088,adware
13119,trojan
3648,adware
4464,worm
1747,adware
5979,worm
15098,trojan
2662,adware
4318,worm
8336,benign
15301,trojan
11173,benign
1416,adware
8924,benign
16240,trojan
12610,trojan
4545,worm
11144,benign
16668,trojan
7997,worm
743,adware
9011,benign
12411,benign
7388,worm
12290,benign
8994,benign
2287,adware
15151,trojan
15009,trojan
6656,worm
8114,worm
6471,worm
12869,trojan
14794,trojan
8406,benign
3847,adware
11428,benign
16039,trojan
15484,trojan
12223,benign
4151,worm
10174,benign
15309,trojan
7333,worm
14108,trojan
3553,adware
8499,benign
1735,adware
3706,adware
12779,trojan
3511,adware
2871,adware
8501,benign
10278,benign
8080,worm
12156,benign
16749,trojan
1386,adware
5673,worm
10899,benign
13398,trojan
9779,benign
1529,adware
12757,trojan
1837,adware
11872,benign
14223,trojan
12719,trojan
8672,benign
8217,benign
11095,benign
16459,trojan
8840,benign
10908,benign
1536,adware
15913,trojan
1150,adware
14230,trojan
11132,benign
7726,worm
1868,adware
3974,adware
16034,trojan
14800,trojan
2777,adware
5718,worm
10586,benign
9877,benign
1792,adware
3438,adware
8042,worm
12306,benign
8742,benign
8565,benign
3532,adware
9793,benign
5735,worm
14732,trojan
14217,trojan
5890,worm
12161,benign
1249,adware
11478,benign
9235,benign
9352,benign
15406,trojan
4813,worm
8497,benign
10082,benign
8894,benign
6155,worm
241,adware
1923,adware
15243,trojan
1982,adware
15852,trojan
6524,worm
2950,adware
7440,worm
11711,benign
1158,adware
16390,trojan
2116,adware
15750,trojan
12620,trojan
7200,worm
12883,trojan
1760,adware
7145,worm
8098,worm
11485,benign
15663,trojan
9458,benign
2861,adware
11277,benign
7009,worm
11656,benign
13745,trojan
15531,trojan
16137,trojan
6027,worm
8643,benign
16269,trojan
10665,benign
13118,trojan
9643,benign
610,adware
13224,trojan
11414,benign
4788,worm
5458,worm
3207,adware
6747,worm
4847,worm
5842,worm
2102,adware
16519,trojan
5620,worm
11022,benign
1816,adware
5594,worm
4329,worm
10990,benign
2057,adware
16100,trojan
15723,trojan
7022,worm
16788,trojan
6332,worm
4710,worm
7074,worm
7447,worm
470,adware
2125,adware
142,adware
6079,worm
13250,trojan
17063,trojan
5985,worm
17104,trojan
2071,adware
8367,benign
1857,adware
1833,adware
11199,benign
11982,benign
7118,worm
4363,worm
10235,benign
2254,adware
12205,benign
74,adware
2455,adware
12338,benign
10477,benign
16921,trojan
11626,benign
10544,benign
974,adware
14520,trojan
710,adware
1103,adware
603,adware
14007,trojan
14912,trojan
12678,trojan
970,adware
9559,benign
5849,worm
5487,worm
9194,benign
10778,benign
14238,trojan
14008,trojan
11830,benign
10301,benign
13541,trojan
6354,worm
1846,adware
8351,benign
13699,trojan
7751,worm
3933,adware
7314,worm
1459,adware
9008,benign
14427,trojan
12858,trojan
2771,adware
2706,adware
15590,trojan
9885,benign
12196,benign
2575,adware
10930,benign
15721,trojan
13572,trojan
7599,worm
1098,adware
12242,benign
12876,trojan
4812,worm
10307,benign
6693,worm
5147,worm
1324,adware
5157,worm
17058,trojan
10789,benign
12755,trojan
14706,trojan
5952,worm
16754,trojan
2929,adware
5649,worm
15701,trojan
6322,worm
1898,adware
9573,benign
11798,benign
456,adware
5566,worm
9075,benign
9592,benign
635,adware
4550,worm
1758,adware
9264,benign
4357,worm
9145,benign
14904,trojan
9658,benign
1790,adware
3535,adware
906,adware
1624,adware
15881,trojan
7294,worm
16194,trojan
408,adware
5381,worm
11042,benign
15411,trojan
16291,trojan
589,adware
7716,worm
16905,trojan
3667,adware
6990,worm
11401,benign
4378,worm
706,adware
15361,trojan
2159,adware
16578,trojan
5978,worm
4614,worm
5386,worm
7851,worm
14892,trojan
14136,trojan
15509,trojan
14311,trojan
3823,adware
7404,worm
10016,benign
13408,trojan
15543,trojan
774,adware
10227,benign
9089,benign
13401,trojan
9108,benign
6634,worm
4670,worm
12410,benign
4821,worm
16602,trojan
9077,benign
106,adware
14282,trojan
10497,benign
12798,trojan
13537,trojan
10322,benign
16190,trojan
12661,trojan
12425,benign
15638,trojan
15231,trojan
15337,trojan
15310,trojan
9087,benign
7057,worm
3425,adware
15134,trojan
4105,adware
1969,adware
11297,benign
6367,worm
15400,trojan
9602,benign
16054,trojan
4638,worm
2585,adware
8944,benign
1246,adware
15770,trojan
9550,benign
8104,worm
6032,worm
5543,worm
9882,benign
6446,worm
14016,trojan
16776,trojan
13474,trojan
8715,benign
14412,trojan
16596,trojan
6411,worm
10767,benign
7808,worm
3216,adware
13813,trojan
2939,adware
2342,adware
2705,adware
2914,adware
10649,benign
1804,adware
13173,trojan
1197,adware
5130,worm
14696,trojan
10580,benign
803,adware
2222,adware
12815,trojan
8664,benign
6230,worm
15278,trojan
16095,trojan
5936,worm
13852,trojan
17101,trojan
13827,trojan
270,adware
563,adware
11757,benign
278,adware
12942,trojan
1472,adware
12271,benign
3889,adware
5761,worm
4245,worm
8386,benign
7738,worm
13817,trojan
342,adware
783,adware
3663,adware
11210,benign
6046,worm
1600,adware
4541,worm
12405,benign
14577,trojan
10757,benign
11678,benign
4256,worm
8623,benign
12553,trojan
14210,trojan
1504,adware
14444,trojan
6623,worm
12010,benign
13899,trojan
3820,adware
11242,benign
6503,worm
2718,adware
7098,worm
9647,benign
13894,trojan
13365,trojan
16401,trojan
5337,worm
16065,trojan
3179,adware
6737,worm
4441,worm
1814,adware
9030,benign
17033,trojan
7759,worm
4069,adware
5953,worm
16112,trojan
9094,benign
1151,adware
991,adware
5078,worm
9873,benign
16109,trojan
4196,worm
13020,trojan
9460,benign
4714,worm
10385,benign
14241,trojan
13611,trojan
3375,adware
3050,adware
10532,benign
7475,worm
15757,trojan
4316,worm
9973,benign
2972,adware
3963,adware
7786,worm
1657,adware
881,adware
2590,adware
12383,benign
6382,worm
7442,worm
3220,adware
2010,adware
9909,benign
13534,trojan
8212,benign
10841,benign
11922,benign
3308,adware
3400,adware
16783,trojan
5342,worm
5903,worm
9431,benign
4612,worm
5670,worm
15792,trojan
4995,worm
8888,benign
1160,adware
1203,adware
16832,trojan
11359,benign
14908,trojan
3167,adware
662,adware
11084,benign
8847,benign
3100,adware
10231,benign
8035,worm
10218,benign
6363,worm
4867,worm
6373,worm
10183,benign
3302,adware
6864,worm
14233,trojan
2901,adware
2065,adware
1218,adware
2965,adware
11128,benign
5954,worm
8780,benign
520,adware
16014,trojan
13543,trojan
10736,benign
2564,adware
7616,worm
14407,trojan
16808,trojan
13822,trojan
14837,trojan
15144,trojan
13246,trojan
9351,benign
1085,adware
3131,adware
6453,worm
8733,benign
5970,worm
6985,worm
6968,worm
12799,trojan
2108,adware
13257,trojan
578,adware
8533,benign
791,adware
3743,adware
888,adware
11581,benign
16692,trojan
7487,worm
4557,worm
8448,benign
15129,trojan
5116,worm
3064,adware
6003,worm
11044,benign
7273,worm
3116,adware
10827,benign
14958,trojan
33,adware
4749,worm
11599,benign
7419,worm
15530,trojan
13569,trojan
5743,worm
11574,benign
13366,trojan
4520,worm
9702,benign
928,adware
12930,trojan
17021,trojan
1029,adware
11342,benign
13727,trojan
11894,benign
5892,worm
4845,worm
6764,worm
15969,trojan
14142,trojan
13426,trojan
13982,trojan
7426,worm
8221,benign
11147,benign
5879,worm
12704,trojan
1353,adware
14105,trojan
3795,adware
16434,trojan
2357,adware
12851,trojan
13497,trojan
7297,worm
4276,worm
14973,trojan
1269,adware
15116,trojan
15962,trojan
9773,benign
892,adware
12652,trojan
3069,adware
1800,adware
5980,worm
628,adware
7508,worm
14005,trojan
12659,trojan
3680,adware
10287,benign
10536,benign
7087,worm
4666,worm
9780,benign
15599,trojan
10610,benign
13130,trojan
6008,worm
10773,benign
7651,worm
3626,adware
2350,adware
11070,benign
8476,benign
13298,trojan
14588,trojan
13,adware
16311,trojan
6249,worm
14602,trojan
724,adware
12062,benign
1346,adware
3175,adware
11449,benign
5236,worm
13691,trojan
5462,worm
15507,trojan
11874,benign
4814,worm
3076,adware
13590,trojan
8516,benign
1460,adware
14586,trojan
6941,worm
9001,benign
5857,worm
9200,benign
5129,worm
1989,adware
12366,benign
4609,worm
12416,benign
15740,trojan
9942,benign
10444,benign
9761,benign
12311,benign
10500,benign
16540,trojan
14926,trojan
16070,trojan
9358,benign
16844,trojan
10550,benign
15516,trojan
11612,benign
13675,trojan
11580,benign
1585,adware
14366,trojan
4261,worm
297,adware
12862,trojan
4354,worm
11657,benign
14680,trojan
9170,benign
11524,benign
26,adware
15802,trojan
8652,benign
1797,adware
8626,benign
13584,trojan
12258,benign
10122,benign
13075,trojan
2161,adware
6873,worm
13009,trojan
15585,trojan
9117,benign
13988,trojan
16502,trojan
9282,benign
14880,trojan
7996,worm
3705,adware
1301,adware
11330,benign
15765,trojan
10249,benign
9518,benign
1973,adware
16377,trojan
14078,trojan
1352,adware
8178,worm
4077,adware
14719,trojan
14194,trojan
6652,worm
13955,trojan
5350,worm
2145,adware
357,adware
3989,adware
2156,adware
5505,worm
1094,adware
3844,adware
1938,adware
5944,worm
769,adware
8356,benign
4497,worm
16044,trojan
1147,adware
16249,trojan
11275,benign
3817,adware
12969,trojan
3294,adware
6256,worm
5962,worm
6621,worm
16666,trojan
9512,benign
4107,adware
15064,trojan
13559,trojan
4837,worm
5233,worm
14018,trojan
16659,trojan
5991,worm
274,adware
2212,adware
8477,benign
5629,worm
13241,trojan
5524,worm
203,adware
2104,adware
5493,worm
8394,benign
10766,benign
374,adware
4222,worm
731,adware
11913,benign
14415,trojan
7253,worm
54,adware
13978,trojan
6669,worm
6074,worm
6666,worm
1001,adware
1124,adware
16640,trojan
11420,benign
8682,benign
12703,trojan
6758,worm
5016,worm
3444,adware
10903,benign
8307,benign
3573,adware
3010,adware
16552,trojan
3115,adware
12911,trojan
11748,benign
16914,trojan
1933,adware
14103,trojan
15998,trojan
6480,worm
5227,worm
12664,trojan
7794,worm
12057,benign
8155,worm
1357,adware
5443,worm
15199,trojan
11668,benign
15923,trojan
15001,trojan
7858,worm
6385,worm
14502,trojan
10189,benign
14503,trojan
9428,benign
1019,adware
2724,adware
13823,trojan
6468,worm
3576,adware
12157,benign
13283,trojan
9651,benign
15186,trojan
10906,benign
3280,adware
14507,trojan
13948,trojan
2964,adware
12629,trojan
13763,trojan
7562,worm
2389,adware
13587,trojan
12259,benign
5581,worm
2034,adware
3187,adware
475,adware
3691,adware
4380,worm
5101,worm
2537,adware
3039,adware
1123,adware
15029,trojan
7207,worm
14061,trojan
7081,worm
16469,trojan
12542,trojan
9552,benign
14286,trojan
5437,worm
8228,benign
14710,trojan
12174,benign
670,adware
15216,trojan
6324,worm
14208,trojan
16340,trojan
13085,trojan
9929,benign
12706,trojan
15185,trojan
1072,adware
1034,adware
3087,adware
9762,benign
8482,benign
16972,trojan
3719,adware
9625,benign
7089,worm
5254,worm
9521,benign
949,adware
559,adware
4115,adware
15099,trojan
8954,benign
